theta,n_BE_pred,n_obs,D_pred,D_obs,gbar_log,gobs_log
0.507469,1.512673,0.445440,2.512673,1.445440,-10.5100,-10.3500
0.490241,1.580505,0.479108,2.580505,1.479108,-10.5400,-10.3700
0.473597,1.650817,0.479108,2.650817,1.479108,-10.5700,-10.4000
0.441987,1.799223,0.905461,2.799223,1.905461,-10.6300,-10.3500
0.407764,1.986283,1.454709,2.986283,2.454709,-10.7000,-10.3100
0.371886,2.219918,2.019952,3.219918,3.019952,-10.7800,-10.3000
0.355148,2.345261,2.019952,3.345261,3.019952,-10.8200,-10.3400
0.335281,2.510458,2.090295,3.510458,3.090295,-10.8700,-10.3800
0.312903,2.721914,2.467369,3.721914,3.467369,-10.9300,-10.3900
0.292018,2.948749,2.981072,3.948749,3.981072,-10.9900,-10.3900
0.272527,3.192045,3.265795,4.192045,4.265795,-11.0500,-10.4200
0.254337,3.452965,3.570882,4.452965,4.570882,-11.1100,-10.4500
0.245702,3.590419,3.570882,4.590419,4.570882,-11.1400,-10.4800
0.234644,3.781312,3.677351,4.781312,4.677351,-11.1800,-10.5100
0.224083,3.981285,3.677351,4.981285,4.677351,-11.2200,-10.5500
0.211548,4.244671,3.677351,5.244671,4.677351,-11.2700,-10.6000
0.202027,4.466658,3.786301,5.466658,4.786301,-11.3100,-10.6300
2.319580,0.109035,0.621810,1.109035,1.621810,-9.1900,-8.9800
1.586388,0.257330,0.737801,1.257330,1.737801,-9.5200,-9.2800
1.319500,0.364757,0.659587,1.364757,1.659587,-9.6800,-9.4600
1.176006,0.446150,0.548817,1.446150,1.548817,-9.7800,-9.5900
1.060253,0.529914,0.548817,1.529914,1.548817,-9.8700,-9.6800
1.000943,0.581109,0.513561,1.581109,1.513561,-9.9200,-9.7400
0.966962,0.613519,0.348963,1.613519,1.348963,-9.9500,-9.8200
0.923441,0.658787,0.230269,1.658787,1.230269,-9.9900,-9.9000
0.842189,0.756749,0.288250,1.756749,1.288250,-10.0700,-9.9600
0.785976,0.837137,0.258925,1.837137,1.258925,-10.1300,-10.0300
0.716819,0.954282,0.318257,1.954282,1.318257,-10.2100,-10.0900
0.638865,1.118155,0.380384,2.118155,1.380384,-10.3100,-10.1700
0.569389,1.303462,0.479108,2.303462,1.479108,-10.4100,-10.2400
0.507469,1.512673,0.513561,2.512673,1.513561,-10.5100,-10.3300
0.462817,1.699112,0.548817,2.699112,1.548817,-10.5900,-10.4000
0.417263,1.931244,0.778279,2.931244,1.778279,-10.6800,-10.4300
0.384954,2.129710,0.949845,3.129710,1.949845,-10.7500,-10.4600
0.355148,2.345261,1.137962,3.345261,2.137962,-10.8200,-10.4900
0.331443,2.544676,1.398833,3.544676,2.398833,-10.8800,-10.5000
2.346440,0.105839,-0.108749,1.105839,0.891251,-9.1800,-9.2300
2.091266,0.140941,-0.087989,1.140941,0.912011,-9.2800,-9.3200
1.929343,0.169924,-0.066746,1.169924,0.933254,-9.3500,-9.3800
1.680387,0.228957,-0.022763,1.228957,0.977237,-9.4700,-9.4800
1.532531,0.275491,-0.045007,1.275491,0.954993,-9.5500,-9.5700
1.413870,0.321354,0.023293,1.321354,1.023293,-9.6200,-9.6100
1.334779,0.357250,0.071519,1.357250,1.071519,-9.6700,-9.6400
1.289464,0.380107,0.047129,1.380107,1.047129,-9.7000,-9.6800
1.203398,0.428923,0.071519,1.428923,1.071519,-9.7600,-9.7300
1.136081,0.472916,0.122018,1.472916,1.122018,-9.8100,-9.7600
1.072530,0.520085,0.148154,1.520085,1.148154,-9.8600,-9.8000
0.861806,0.731298,0.348963,1.731298,1.348963,-10.0500,-9.9200
0.716819,0.954282,0.548817,1.954282,1.548817,-10.2100,-10.0200
0.617176,1.171390,0.698244,2.171390,1.698244,-10.3400,-10.1100
0.519289,1.468790,0.995262,2.468790,1.995262,-10.4900,-10.1900
0.447105,1.773747,1.238721,2.773747,2.238721,-10.6200,-10.2700
0.393921,2.071321,1.398833,3.071321,2.398833,-10.7300,-10.3500
0.355148,2.345261,1.511886,3.345261,2.511886,-10.8200,-10.4200
0.323899,2.614328,1.691535,3.614328,2.691535,-10.9000,-10.4700
0.298820,2.871363,1.818383,3.871363,2.818383,-10.9700,-10.5200
0.275683,3.150304,2.090295,4.150304,3.090295,-11.0400,-10.5500
0.257282,3.408202,2.311311,4.408202,3.311311,-11.1000,-10.5800
0.242890,3.637313,2.388442,4.637313,3.388442,-11.1500,-10.6200
0.231958,3.830438,2.467369,4.830438,3.467369,-11.1900,-10.6500
0.218982,4.084809,2.715352,5.084809,3.715352,-11.2400,-10.6700
0.206733,4.354377,2.715352,5.354377,3.715352,-11.2900,-10.7200
0.195168,4.640035,2.801894,5.640035,3.801894,-11.3400,-10.7600
4.575193,0.010412,-0.275564,1.010412,0.724436,-8.6000,-8.7400
2.572820,0.082626,-0.187169,1.082626,0.812831,-9.1000,-9.1900
1.842508,0.188241,0.023293,1.188241,1.023293,-9.3900,-9.3800
1.413870,0.321354,0.258925,1.321354,1.258925,-9.6200,-9.5200
1.136081,0.472916,0.548817,1.472916,1.548817,-9.8100,-9.6200
0.978159,0.602571,0.737801,1.602571,1.737801,-9.9400,-9.7000
0.795077,0.823308,0.995262,1.823308,1.995262,-10.1200,-9.8200
0.676721,1.033682,1.238721,2.033682,2.238721,-10.2600,-9.9100
0.582652,1.264572,1.570396,2.264572,2.570396,-10.3900,-9.9800
0.519289,1.468790,1.754229,2.468790,2.754229,-10.4900,-10.0500
0.468176,1.674821,2.019952,2.674821,3.019952,-10.5800,-10.1000
0.441987,1.799223,2.090295,2.799223,3.090295,-10.6300,-10.1400
0.407764,1.986283,2.311311,2.986283,3.311311,-10.7000,-10.1800
0.380548,2.159426,2.388442,3.159426,3.388442,-10.7600,-10.2300
0.351083,2.377529,2.630781,3.377529,3.630781,-10.8300,-10.2700
0.320191,2.649771,2.630781,3.649771,3.630781,-10.9100,-10.3500
0.298820,2.871363,2.630781,3.871363,3.630781,-10.9700,-10.4100
0.275683,3.150304,2.630781,4.150304,3.630781,-11.0400,-10.4800
0.260261,3.363958,2.981072,4.363958,3.981072,-11.0900,-10.4900
0.242890,3.637313,3.265795,4.637313,4.265795,-11.1500,-10.5200
0.229303,3.880137,3.570882,4.880137,4.570882,-11.2000,-10.5400
0.218982,4.084809,3.897788,5.084809,4.897788,-11.2400,-10.5500
4.269818,0.014183,-0.187169,1.014183,0.812831,-8.6600,-8.7500
3.391637,0.034826,-0.168236,1.034826,0.831764,-8.8600,-8.9400
2.821041,0.063314,-0.066746,1.063314,0.933254,-9.0200,-9.0500
2.543369,0.085306,0.023293,1.085306,1.023293,-9.1100,-9.1000
2.346440,0.105839,0.000000,1.105839,1.000000,-9.1800,-9.1800
2.189825,0.126045,0.122018,1.126045,1.122018,-9.2400,-9.1900
2.020270,0.152897,0.122018,1.152897,1.122018,-9.3100,-9.2600
1.863843,0.183538,0.174898,1.183538,1.174898,-9.3800,-9.3100
1.759581,0.207900,0.174898,1.207900,1.174898,-9.4300,-9.3600
1.604757,0.251468,0.258925,1.251468,1.258925,-9.5100,-9.4100
1.480503,0.294537,0.288250,1.294537,1.288250,-9.5800,-9.4700
1.365870,0.342568,0.380384,1.342568,1.380384,-9.6500,-9.5100
1.289464,0.380107,0.380384,1.380107,1.380384,-9.7000,-9.5600
1.203398,0.428923,0.445440,1.428923,1.445440,-9.7600,-9.6000
1.136081,0.472916,0.479108,1.472916,1.479108,-9.8100,-9.6400
1.048116,0.539877,0.621810,1.539877,1.621810,-9.8800,-9.6700
0.978159,0.602571,0.737801,1.602571,1.737801,-9.9400,-9.7000
0.692483,1.001329,0.513561,2.001329,1.513561,-10.2400,-10.0600
0.684557,1.017405,0.621810,2.017405,1.621810,-10.2500,-10.0400
0.676721,1.033682,0.548817,2.033682,1.548817,-10.2600,-10.0700
0.646263,1.100841,0.513561,2.100841,1.513561,-10.3000,-10.1200
0.603128,1.207982,0.584893,2.207982,1.584893,-10.3600,-10.1600
0.562872,1.323264,0.621810,2.323264,1.621810,-10.4200,-10.2100
0.531385,1.425949,0.698244,2.425949,1.698244,-10.4700,-10.2400
0.495917,1.557623,0.862087,2.557623,1.862087,-10.5300,-10.2600
0.479081,1.627099,0.949845,2.627099,1.949845,-10.5600,-10.2700
0.462817,1.699112,0.995262,2.699112,1.995262,-10.5900,-10.2900
0.441987,1.799223,1.089296,2.799223,2.089296,-10.6300,-10.3100
0.417263,1.931244,1.187762,2.931244,2.187762,-10.6800,-10.3400
0.398483,2.042639,1.344229,3.042639,2.344229,-10.7200,-10.3500
0.380548,2.159426,1.454709,3.159426,2.454709,-10.7600,-10.3700
0.363420,2.281852,1.570396,3.281852,2.570396,-10.8000,-10.3900
0.343091,2.443213,1.754229,3.443213,2.754229,-10.8500,-10.4100
0.331443,2.544676,1.818383,3.544676,2.818383,-10.8800,-10.4300
0.320191,2.649771,1.884032,3.649771,2.884032,-10.9100,-10.4500
0.312903,2.721914,1.951209,3.721914,2.951209,-10.9300,-10.4600
0.302280,2.833343,2.019952,3.833343,3.019952,-10.9600,-10.4800
0.292018,2.948749,2.090295,3.948749,3.090295,-10.9900,-10.5000
0.288675,2.988125,2.019952,3.988125,3.019952,-11.0000,-10.5200
0.282104,3.068268,2.019952,4.068268,3.019952,-11.0200,-10.5400
0.275683,3.150304,1.951209,4.150304,2.951209,-11.0400,-10.5700
0.272527,3.192045,1.951209,4.192045,2.951209,-11.0500,-10.5800
0.266323,3.277000,1.951209,4.277000,2.951209,-11.0700,-10.6000
0.260261,3.363958,1.951209,4.363958,2.951209,-11.0900,-10.6200
0.254337,3.452965,1.951209,4.452965,2.951209,-11.1100,-10.6400
0.248547,3.544067,1.951209,4.544067,2.951209,-11.1300,-10.6600
2.293028,0.112298,-0.711597,1.112298,0.288403,-9.2000,-9.7400
2.240832,0.119031,-0.563484,1.119031,0.436516,-9.2200,-9.5800
2.067328,0.144850,-0.510221,1.144850,0.489779,-9.2900,-9.6000
1.739440,0.213031,-0.383405,1.213031,0.616595,-9.4400,-9.6500
1.497647,0.288089,-0.292054,1.288089,0.707946,-9.5700,-9.7200
1.319500,0.364757,-0.148862,1.364757,0.851138,-9.6800,-9.7500
1.176006,0.446150,-0.045007,1.446150,0.954993,-9.7800,-9.8000
1.072530,0.520085,0.047129,1.520085,1.047129,-9.8600,-9.8400
0.966962,0.613519,0.202264,1.613519,1.202264,-9.9500,-9.8700
0.871785,0.718817,0.348963,1.718817,1.348963,-10.0400,-9.9100
0.804284,0.809654,0.445440,1.809654,1.445440,-10.1100,-9.9500
0.742009,0.908966,0.548817,1.908966,1.548817,-10.1800,-9.9900
0.692483,1.001329,0.584893,2.001329,1.584893,-10.2400,-10.0400
0.638865,1.118155,0.698244,2.118155,1.698244,-10.3100,-10.0800
0.603128,1.207982,0.698244,2.207982,1.698244,-10.3600,-10.1300
0.562872,1.323264,0.778279,2.323264,1.778279,-10.4200,-10.1700
0.531385,1.425949,0.905461,2.425949,1.905461,-10.4700,-10.1900
0.507469,1.512673,0.995262,2.512673,1.995262,-10.5100,-10.2100
0.426982,1.877494,2.311311,2.877494,3.311311,-10.6600,-10.1400
0.389412,2.100343,2.715352,3.100343,3.715352,-10.7400,-10.1700
0.389412,2.100343,2.801894,3.100343,3.801894,-10.7400,-10.1600
0.384954,2.129710,2.467369,3.129710,3.467369,-10.7500,-10.2100
0.380548,2.159426,2.235937,3.159426,3.235937,-10.7600,-10.2500
0.376192,2.189494,2.162278,3.189494,3.162278,-10.7700,-10.2700
0.371886,2.219918,2.090295,3.219918,3.090295,-10.7800,-10.2900
0.371886,2.219918,1.884032,3.219918,2.884032,-10.7800,-10.3200
0.351083,2.377529,2.019952,3.377529,3.019952,-10.8300,-10.3500
0.331443,2.544676,1.884032,3.544676,2.884032,-10.8800,-10.4200
0.316526,2.685631,1.884032,3.685631,2.884032,-10.9200,-10.4600
0.292018,2.948749,2.162278,3.948749,3.162278,-10.9900,-10.4900
0.272527,3.192045,2.311311,4.192045,3.311311,-11.0500,-10.5300
0.254337,3.452965,2.467369,4.452965,3.467369,-11.1100,-10.5700
0.245702,3.590419,2.548134,4.590419,3.548134,-11.1400,-10.5900
0.229303,3.880137,2.981072,4.880137,3.981072,-11.2000,-10.6000
0.216476,4.137479,3.073803,5.137479,4.073803,-11.2500,-10.6400
0.209127,4.299206,3.073803,5.299206,4.073803,-11.2800,-10.6700
0.197428,4.581572,3.466836,5.581572,4.466836,-11.3300,-10.6800
0.186384,4.880781,3.897788,5.880781,4.897788,-11.3800,-10.6900
1.397685,0.328318,-0.022763,1.328318,0.977237,-9.6300,-9.6400
1.245688,0.403987,0.230269,1.403987,1.230269,-9.7300,-9.6400
1.110221,0.491394,0.258925,1.491394,1.258925,-9.8300,-9.7300
1.012533,0.570592,0.230269,1.570592,1.230269,-9.9100,-9.8200
0.861806,0.731298,0.318257,1.731298,1.318257,-10.0500,-9.9300
0.742009,0.908966,0.445440,1.908966,1.445440,-10.1800,-10.0200
0.646263,1.100841,0.621810,2.100841,1.621810,-10.3000,-10.0900
0.569389,1.303462,0.778279,2.303462,1.778279,-10.4100,-10.1600
0.519289,1.468790,0.905461,2.468790,1.905461,-10.4900,-10.2100
0.468176,1.674821,1.089296,2.674821,2.089296,-10.5800,-10.2600
0.426982,1.877494,1.398833,2.877494,2.398833,-10.6600,-10.2800
0.403097,2.014294,1.511886,3.014294,2.511886,-10.7100,-10.3100
0.371886,2.219918,1.754229,3.219918,2.754229,-10.7800,-10.3400
0.343091,2.443213,2.019952,3.443213,3.019952,-10.8500,-10.3700
0.320191,2.649771,2.235937,3.649771,3.235937,-10.9100,-10.4000
0.298820,2.871363,2.467369,3.871363,3.467369,-10.9700,-10.4300
1.739440,0.213031,0.096478,1.213031,1.096478,-9.4400,-9.4000
1.036118,0.549977,0.819701,1.549977,1.819701,-9.8900,-9.6300
0.716819,0.954282,1.187762,1.954282,2.187762,-10.2100,-9.8700
0.412486,1.958601,1.454709,2.958601,2.454709,-10.6900,-10.3000
0.912871,0.670482,0.778279,1.670482,1.778279,-10.0000,-9.7500
0.842189,0.756749,1.398833,1.756749,2.398833,-10.0700,-9.6900
0.851941,0.743941,1.398833,1.743941,2.398833,-10.0600,-9.6800
0.912871,0.670482,1.041738,1.670482,2.041738,-10.0000,-9.6900
0.934134,0.647245,0.819701,1.647245,1.819701,-9.9800,-9.7200
0.923441,0.658787,0.698244,1.658787,1.698244,-9.9900,-9.7600
0.832548,0.769722,0.905461,1.769722,1.905461,-10.0800,-9.8000
0.768085,0.865325,0.949845,1.865325,1.949845,-10.1500,-9.8600
0.692483,1.001329,1.137962,2.001329,2.137962,-10.2400,-9.9100
0.624323,1.153427,1.454709,2.153427,2.454709,-10.3300,-9.9400
0.575983,1.283899,1.630268,2.283899,2.630268,-10.4000,-9.9800
0.537538,1.404913,1.754229,2.404913,2.754229,-10.4600,-10.0200
0.507469,1.512673,1.754229,2.512673,2.754229,-10.5100,-10.0700
0.479081,1.627099,1.818383,2.627099,2.818383,-10.5600,-10.1100
0.447105,1.773747,1.884032,2.773747,2.884032,-10.6200,-10.1600
0.426982,1.877494,1.951209,2.877494,2.951209,-10.6600,-10.1900
0.407764,1.986283,1.951209,2.986283,2.951209,-10.7000,-10.2300
0.389412,2.100343,2.235937,3.100343,3.235937,-10.7400,-10.2300
0.367629,2.250703,2.388442,3.250703,3.388442,-10.7900,-10.2600
0.351083,2.377529,2.235937,3.377529,3.235937,-10.8300,-10.3200
0.331443,2.544676,2.019952,3.544676,3.019952,-10.8800,-10.4000
0.316526,2.685631,2.235937,3.685631,3.235937,-10.9200,-10.4100
0.302280,2.833343,2.388442,3.833343,3.388442,-10.9600,-10.4300
0.288675,2.988125,2.630781,3.988125,3.630781,-11.0000,-10.4400
1.123077,0.482091,0.122018,1.482091,1.122018,-9.8200,-9.7700
1.231429,0.412180,-0.108749,1.412180,0.891251,-9.7400,-9.7900
1.176006,0.446150,-0.108749,1.446150,0.891251,-9.7800,-9.8300
0.989485,0.591769,0.047129,1.591769,1.047129,-9.9300,-9.9100
0.861806,0.731298,0.122018,1.731298,1.122018,-10.0500,-10.0000
0.768085,0.865325,0.148154,1.865325,1.148154,-10.1500,-10.0900
0.661317,1.066847,0.288250,2.066847,1.288250,-10.2800,-10.1700
0.589399,1.245478,0.412538,2.245478,1.412538,-10.3800,-10.2300
0.525302,1.447241,0.513561,2.447241,1.513561,-10.4800,-10.3000
0.473597,1.650817,0.819701,2.650817,1.819701,-10.5700,-10.3100
0.422094,1.904210,1.137962,2.904210,2.137962,-10.6700,-10.3400
1.149236,0.463869,-0.241422,1.463869,0.758578,-9.8000,-9.9200
1.012533,0.570592,0.230269,1.570592,1.230269,-9.9100,-9.8200
0.923441,0.658787,0.412538,1.658787,1.412538,-9.9900,-9.8400
0.871785,0.718817,0.348963,1.718817,1.348963,-10.0400,-9.9100
0.776979,0.851142,0.479108,1.851142,1.479108,-10.1400,-9.9700
0.668974,1.050162,0.819701,2.050162,1.819701,-10.2700,-10.0100
0.278875,3.109047,1.187762,4.109047,2.187762,-11.0300,-10.6900
0.288675,2.988125,1.187762,3.988125,2.187762,-11.0000,-10.6600
0.861806,0.731298,0.412538,1.731298,1.412538,-10.0500,-9.9000
0.768085,0.865325,0.698244,1.865325,1.698244,-10.1500,-9.9200
0.804284,0.809654,0.548817,1.809654,1.548817,-10.1100,-9.9200
0.785976,0.837137,0.288250,1.837137,1.288250,-10.1300,-10.0200
0.676721,1.033682,0.348963,2.033682,1.348963,-10.2600,-10.1300
0.589399,1.245478,0.479108,2.245478,1.479108,-10.3800,-10.2100
1.123077,0.482091,0.513561,1.482091,1.513561,-9.8200,-9.6400
1.084949,0.510389,0.412538,1.510389,1.412538,-9.8500,-9.7000
1.036118,0.549977,0.380384,1.549977,1.380384,-9.8900,-9.7500
0.989485,0.591769,0.348963,1.591769,1.348963,-9.9300,-9.8000
0.944951,0.635854,0.380384,1.635854,1.380384,-9.9700,-9.8300
0.881880,0.706496,0.445440,1.706496,1.445440,-10.0300,-9.8700
0.823018,0.782863,0.479108,1.782863,1.479108,-10.0900,-9.9200
0.759293,0.879689,0.584893,1.879689,1.584893,-10.1600,-9.9600
0.700502,0.985451,0.698244,1.985451,1.698244,-10.2300,-10.0000
0.646263,1.100841,0.862087,2.100841,1.862087,-10.3000,-10.0300
0.610112,1.189574,0.949845,2.189574,1.949845,-10.3500,-10.0600
0.575983,1.283899,1.089296,2.283899,2.089296,-10.4000,-10.0800
0.543763,1.384129,1.089296,2.384129,2.089296,-10.4500,-10.1300
0.513345,1.490600,0.819701,2.490600,1.819701,-10.5000,-10.2400
0.490241,1.580505,0.862087,2.580505,1.862087,-10.5400,-10.2700
0.462817,1.699112,1.089296,2.699112,2.089296,-10.5900,-10.2700
0.441987,1.799223,1.238721,2.799223,2.238721,-10.6300,-10.2800
0.422094,1.904210,1.344229,2.904210,2.344229,-10.6700,-10.3000
0.403097,2.014294,1.454709,3.014294,2.454709,-10.7100,-10.3200
0.384954,2.129710,1.570396,3.129710,2.570396,-10.7500,-10.3400
0.371886,2.219918,1.754229,3.219918,2.754229,-10.7800,-10.3400
0.359260,2.313370,1.951209,3.313370,2.951209,-10.8100,-10.3400
0.347064,2.410178,2.090295,3.410178,3.090295,-10.8400,-10.3500
0.335281,2.510458,2.162278,3.510458,3.162278,-10.8700,-10.3700
0.323899,2.614328,2.235937,3.614328,3.235937,-10.9000,-10.3900
0.316526,2.685631,2.388442,3.685631,3.388442,-10.9200,-10.3900
0.309321,2.758623,2.467369,3.758623,3.467369,-10.9400,-10.4000
0.298820,2.871363,2.715352,3.871363,3.715352,-10.9700,-10.4000
0.292018,2.948749,2.890451,3.948749,3.890451,-10.9900,-10.4000
0.285371,3.027963,3.073803,4.027963,4.073803,-11.0100,-10.4000
0.275683,3.150304,3.168694,4.150304,4.168694,-11.0400,-10.4200
0.269407,3.234275,3.265795,4.234275,4.265795,-11.0600,-10.4300
0.260261,3.363958,3.466836,4.363958,4.466836,-11.0900,-10.4400
0.254337,3.452965,3.466836,4.452965,4.466836,-11.1100,-10.4600
0.248547,3.544067,3.365158,4.544067,4.365158,-11.1300,-10.4900
0.242890,3.637313,3.265795,4.637313,4.265795,-11.1500,-10.5200
0.596224,1.226616,0.513561,2.226616,1.513561,-10.3700,-10.1900
0.562872,1.323264,0.737801,2.323264,1.737801,-10.4200,-10.1800
0.525302,1.447241,1.041738,2.447241,2.041738,-10.4800,-10.1700
0.495917,1.557623,1.398833,2.557623,2.398833,-10.5300,-10.1500
0.473597,1.650817,1.754229,2.650817,2.754229,-10.5700,-10.1300
0.457519,1.723695,1.754229,2.723695,2.754229,-10.6000,-10.1600
0.431926,1.851094,1.691535,2.851094,2.691535,-10.6500,-10.2200
0.398483,2.042639,1.754229,3.042639,2.754229,-10.7200,-10.2800
0.367629,2.250703,1.818383,3.250703,2.818383,-10.7900,-10.3400
0.832548,0.769722,1.630268,1.769722,2.630268,-10.0800,-9.6600
0.768085,0.865325,1.290868,1.865325,2.290868,-10.1500,-9.7900
0.668974,1.050162,1.454709,2.050162,2.454709,-10.2700,-9.8800
0.582652,1.264572,1.570396,2.264572,2.570396,-10.3900,-9.9800
0.484629,1.603663,1.884032,2.603663,2.884032,-10.5500,-10.0900
0.407764,1.986283,1.951209,2.986283,2.951209,-10.7000,-10.2300
0.355148,2.345261,2.467369,3.345261,3.467369,-10.8200,-10.2800
0.312903,2.721914,2.890451,3.721914,3.890451,-10.9300,-10.3400
0.282104,3.068268,3.168694,4.068268,4.168694,-11.0200,-10.4000
0.543763,1.384129,1.818383,2.384129,2.818383,-10.4500,-10.0000
0.537538,1.404913,1.884032,2.404913,2.884032,-10.4600,-10.0000
0.531385,1.425949,1.818383,2.425949,2.818383,-10.4700,-10.0200
0.507469,1.512673,1.884032,2.512673,2.884032,-10.5100,-10.0500
0.525302,1.447241,1.511886,2.447241,2.511886,-10.4800,-10.0800
0.525302,1.447241,1.398833,2.447241,2.398833,-10.4800,-10.1000
0.484629,1.603663,1.754229,2.603663,2.754229,-10.5500,-10.1100
0.441987,1.799223,2.162278,2.799223,3.162278,-10.6300,-10.1300
0.398483,2.042639,2.467369,3.042639,3.467369,-10.7200,-10.1800
1.274704,0.387951,0.548817,1.387951,1.548817,-9.7100,-9.5200
1.110221,0.491394,0.737801,1.491394,1.737801,-9.8300,-9.5900
1.012533,0.570592,0.778279,1.570592,1.778279,-9.9100,-9.6600
0.966962,0.613519,0.659587,1.613519,1.659587,-9.9500,-9.7300
0.892091,0.694335,0.621810,1.694335,1.621810,-10.0200,-9.8100
0.823018,0.782863,0.621810,1.782863,1.621810,-10.0900,-9.8800
0.742009,0.908966,0.778279,1.908966,1.778279,-10.1800,-9.9300
0.661317,1.066847,0.819701,2.066847,1.819701,-10.2800,-10.0200
1.413870,0.321354,0.174898,1.321354,1.174898,-9.6200,-9.5500
1.334779,0.357250,0.230269,1.357250,1.230269,-9.6700,-9.5800
1.260113,0.395911,0.122018,1.395911,1.122018,-9.7200,-9.6700
1.072530,0.520085,0.318257,1.520085,1.318257,-9.8600,-9.7400
0.944951,0.635854,0.479108,1.635854,1.479108,-9.9700,-9.8000
0.832548,0.769722,0.737801,1.769722,1.737801,-10.0800,-9.8400
0.417263,1.931244,1.187762,2.931244,2.187762,-10.6800,-10.3400
0.436927,1.825005,1.951209,2.825005,2.951209,-10.6400,-10.1700
0.462817,1.699112,2.715352,2.699112,3.715352,-10.5900,-10.0200
0.484629,1.603663,2.019952,2.603663,3.019952,-10.5500,-10.0700
0.501660,1.535013,1.691535,2.535013,2.691535,-10.5200,-10.0900
0.495917,1.557623,1.691535,2.557623,2.691535,-10.5300,-10.1000
0.484629,1.603663,1.754229,2.603663,2.754229,-10.5500,-10.1100
0.468176,1.674821,1.818383,2.674821,2.818383,-10.5800,-10.1300
0.441987,1.799223,1.951209,2.799223,2.951209,-10.6300,-10.1600
0.426982,1.877494,1.884032,2.877494,2.884032,-10.6600,-10.2000
0.407764,1.986283,1.884032,2.986283,2.884032,-10.7000,-10.2400
0.389412,2.100343,1.951209,3.100343,2.951209,-10.7400,-10.2700
0.367629,2.250703,2.090295,3.250703,3.090295,-10.7900,-10.3000
0.339164,2.476638,2.388442,3.476638,3.388442,-10.8600,-10.3300
0.320191,2.649771,2.630781,3.649771,3.630781,-10.9100,-10.3500
0.298820,2.871363,2.801894,3.871363,3.801894,-10.9700,-10.3900
1.800567,0.197899,0.000000,1.197899,1.000000,-9.4100,-9.4100
1.319500,0.364757,0.348963,1.364757,1.348963,-9.6800,-9.5500
1.097512,0.500826,0.621810,1.500826,1.621810,-9.8400,-9.6300
0.871785,0.718817,0.819701,1.718817,1.819701,-10.0400,-9.7800
0.725119,0.938987,0.995262,1.938987,1.995262,-10.2000,-9.9000
0.610112,1.189574,1.344229,2.189574,2.344229,-10.3500,-9.9800
0.513345,1.490600,1.754229,2.490600,2.754229,-10.5000,-10.0600
0.441987,1.799223,1.884032,2.799223,2.884032,-10.6300,-10.1700
0.393921,2.071321,2.090295,3.071321,3.090295,-10.7300,-10.2400
0.359260,2.313370,2.090295,3.313370,3.090295,-10.8100,-10.3200
0.881880,0.706496,0.949845,1.706496,1.949845,-10.0300,-9.7400
0.832548,0.769722,1.238721,1.769722,2.238721,-10.0800,-9.7300
0.804284,0.809654,1.238721,1.809654,2.238721,-10.1100,-9.7600
0.823018,0.782863,0.949845,1.782863,1.949845,-10.0900,-9.8000
0.861806,0.731298,0.548817,1.731298,1.548817,-10.0500,-9.8600
0.861806,0.731298,0.445440,1.731298,1.445440,-10.0500,-9.8900
0.832548,0.769722,0.412538,1.769722,1.412538,-10.0800,-9.9300
0.804284,0.809654,0.412538,1.809654,1.412538,-10.1100,-9.9600
0.776979,0.851142,0.348963,1.851142,1.348963,-10.1400,-10.0100
0.716819,0.954282,0.445440,1.954282,1.445440,-10.2100,-10.0500
0.668974,1.050162,0.513561,2.050162,1.513561,-10.2700,-10.0900
0.871785,0.718817,0.148154,1.718817,1.148154,-10.0400,-9.9800
0.661317,1.066847,0.584893,2.066847,1.584893,-10.2800,-10.0800
0.531385,1.425949,1.137962,2.425949,2.137962,-10.4700,-10.1400
0.436927,1.825005,1.570396,2.825005,2.570396,-10.6400,-10.2300
0.371886,2.219918,1.818383,3.219918,2.818383,-10.7800,-10.3300
0.320191,2.649771,1.951209,3.649771,2.951209,-10.9100,-10.4400
0.275683,3.150304,2.235937,4.150304,3.235937,-11.0400,-10.5300
0.143024,6.503741,5.025596,7.503741,6.025596,-11.6100,-10.8300
0.131950,7.089621,5.309573,8.089621,6.309573,-11.6800,-10.8800
0.123143,7.630906,5.165950,8.630906,6.165950,-11.7400,-10.9500
0.224083,3.981285,3.265795,4.981285,4.265795,-11.2200,-10.5900
0.195168,4.640035,4.248075,5.640035,5.248075,-11.3400,-10.6200
0.171953,5.329870,4.888437,6.329870,5.888437,-11.4500,-10.6800
0.155028,5.963373,4.754399,6.963373,5.754399,-11.5400,-10.7800
0.143024,6.503741,5.025596,7.503741,6.025596,-11.6100,-10.8300
0.133478,7.002997,6.762471,8.002997,7.762471,-11.6700,-10.7800
0.124569,7.538069,7.709636,8.538069,8.709636,-11.7300,-10.7900
0.121733,7.724821,7.511380,8.724821,8.511380,-11.7500,-10.8200
0.120340,7.819827,8.772372,8.819827,9.772372,-11.7600,-10.7700
0.120340,7.819827,9.000000,8.819827,10.000000,-11.7600,-10.7600
0.116254,8.111511,9.471285,9.111511,10.471285,-11.7900,-10.7700
0.111022,8.516467,9.715193,9.516467,10.715193,-11.8300,-10.8000
0.109751,8.620660,9.715193,9.620660,10.715193,-11.8400,-10.8100
0.106025,8.940548,10.220185,9.940548,11.220185,-11.8700,-10.8200
